wl:mh,wl:hot,region,type,count,throughput,avg,p50,p95,p99,pMax
100,100,us-west-1,too-old,7,0.1,70483.5,90194.3,90194.3,90194.3,90194.3
100,100,us-west-1,other,48,0.5,40805.0,26843.5,90194.3,90194.3,90194.3
100,100,us-west-1,write,261,2.9,23982.7,7247.8,90194.3,90194.3,90194.3
100,100,us-west-2,deadlock,883,9.8,42013.5,40802.2,81604.4,90194.3,90194.3
100,100,us-west-2,too-old,5,0.1,50895.4,36507.2,85899.3,85899.3,85899.3
100,100,us-west-2,other,33,0.4,63977.1,85899.3,90194.3,90194.3,90194.3
100,100,us-west-2,write,272,3.0,36476.7,28991.0,90194.3,90194.3,90194.3
100,100,eu-west-1,deadlock,1046,11.6,37709.9,33286.0,81604.4,90194.3,90194.3
100,100,eu-west-1,too-old,12,0.1,55901.7,47244.6,90194.3,90194.3,90194.3
100,100,eu-west-1,other,34,0.4,50979.1,45097.2,90194.3,90194.3,90194.3
100,100,eu-west-1,write,307,3.4,33877.1,26843.5,90194.3,90194.3,90194.3
100,100,eu-west-2,deadlock,854,9.5,39246.9,33286.0,81604.4,85899.3,85899.3
100,100,eu-west-2,too-old,12,0.1,51539.6,45097.2,81604.4,85899.3,85899.3
100,100,eu-west-2,other,25,0.3,51837.6,57982.1,90194.3,90194.3,90194.3
100,100,eu-west-2,write,532,5.9,46135.8,38654.7,90194.3,90194.3,90194.3
100,10,us-east-1,deadlock,318,3.5,48354.9,42949.7,85899.3,85899.3,85899.3
100,10,us-east-1,other,1,0.0,15837.7,16106.1,16106.1,16106.1,16106.1
100,10,us-east-1,write,89,1.0,4687.7,3221.2,12884.9,15569.3,40802.2
100,10,us-east-2,deadlock,336,3.7,45737.1,45097.2,85899.3,90194.3,90194.3
100,10,us-east-2,other,1,0.0,16374.6,16643.0,16643.0,16643.0,16643.0
100,10,us-east-2,write,34,0.4,27118.9,2818.6,90194.3,90194.3,90194.3
100,10,us-west-1,deadlock,738,8.2,45332.9,45097.2,81604.4,90194.3,90194.3
100,10,us-west-1,too-old,3,0.0,43307.6,47244.6,49392.1,49392.1,49392.1
100,10,us-west-1,other,7,0.1,40610.4,45097.2,55834.6,55834.6,55834.6
100,10,us-west-1,write,20,0.2,19267.8,2415.9,55834.6,85899.3,85899.3
100,10,us-west-2,deadlock,209,2.3,54053.8,73014.4,90194.3,90194.3,90194.3
100,10,us-west-2,too-old,2,0.0,81604.4,81604.4,85899.3,85899.3,85899.3
100,10,us-west-2,other,4,0.0,88046.8,90194.3,90194.3,90194.3,90194.3
100,10,us-west-2,write,14,0.2,64388.6,85899.3,90194.3,90194.3,90194.3
100,10,eu-west-1,deadlock,174,1.9,19071.3,16106.1,38654.7,62277.0,81604.4
100,10,eu-west-1,write,14,0.2,43456.9,45097.2,90194.3,90194.3,90194.3
100,10,eu-west-2,deadlock,200,2.2,56265.1,62277.0,81604.4,81604.4,85899.3
100,10,eu-west-2,too-old,2,0.0,81604.4,81604.4,85899.3,85899.3,85899.3
100,10,eu-west-2,other,2,0.0,51271.2,23622.3,81604.4,81604.4,81604.4
100,10,eu-west-2,write,15,0.2,60066.9,81604.4,90194.3,90194.3,90194.3
